OBJECTID,objectid_old,billboard_tag_no,billboard_owner,billboard_owner_tag_no,system_number,district,route,county_milepost,cumulative_milepost,county,jurisdiction,status,reason,nhs,type,direction_of_travel,number_of_faces,illuminated,changeable,electronic_variable,condition,feet_from_row,zoning,property_owner,property_address,emergency_contact,x,y,excluded_type,inspected,created_user,created_date,last_edited_user,last_edited_date,x1,y1,globalid_1
361,,None NHS,OutFront Media,65961B/65961A,,2.0,US 395A,,,,,,,,Back to Back,Southbound,2.0,Yes,No,No,Good,15.0,Other,Dorothy Towne Trust,15025 S. Virginia St. ,,,,Other,,BSlobe@dot.nv.gov,1571348331000.0,BSlobe@dot.nv.gov,1580755958000.0,,,{C119EDFB-A118-4D9A-AF09-6D501BC915F7}
363,,None NHS,Unknown,NA,,2.0,US 395A,,,Washoe County,,,,,Single Face,Northbound,1.0,Yes,No,No,Average,10.0,Other,Steamboat Commerce Center LLC ,14800 S. Virginia St. ,,,,Other,,BSlobe@dot.nv.gov,1571348597000.0,BSlobe@dot.nv.gov,1580755975000.0,,,{915ACA57-92E8-4C6F-BE08-9A0012C4A2A2}
364,,None NHS,Unknown / No Sign only structure,NA,,2.0,US 395A,,,Washoe County,,,,,Single Face,Southbound,1.0,No,No,No,Bad,5.0,Other,Dorothy Towne Trust,0 S. Virginia St. ,,,,Other,,BSlobe@dot.nv.gov,1571348724000.0,BSlobe@dot.nv.gov,1580755982000.0,,,{839E7CB5-2E91-48D8-8B41-78BACF8587BB}
365,,None NHS,OutFront Media ,11078A/11079A,,2.0,US 395A,,,Washoe County,,,,,Back to Back,Northbound,2.0,Yes,No,No,Average,15.0,Other,Leslie Land Company LLC ,4510 Towne Dr. ,,,,Other,,BSlobe@dot.nv.gov,1571348881000.0,BSlobe@dot.nv.gov,1580755992000.0,,,{945C452E-8BCC-4859-84FC-623D918BF05C}
368,,None NHS,OutFront Media ,11063A/07462,,2.0,US 395A,,,Washoe County,,,,,Back to Back,Northbound,2.0,Yes,No,No,Average,25.0,Other,Leslie Land Company LLC ,15820 S. Virginia St. ,,,,Other,,BSlobe@dot.nv.gov,1571349268000.0,BSlobe@dot.nv.gov,1580756020000.0,,,{F0682496-0725-4BA8-ADB8-4D7E478028BD}
371,,None NHS,Unknown Blank Board,NA,,2.0,US 395A,,,Washoe County,,,,,Single Face,Northbound,1.0,No,No,No,Bad,20.0,Other,Leslie Land Company LLC ,0 US Highway 395 S. ,,,,Other,,BSlobe@dot.nv.gov,1571349614000.0,BSlobe@dot.nv.gov,1580756043000.0,,,{3BCD91A0-1FF7-4BC9-970F-6F296980BEC2}
373,,None NHS,Lamar ,005561/005552,,2.0,US 395A,,,Washoe County,,,,,Back to Back,Northbound,2.0,Yes,No,No,Average,5.0,Other,William W Simons Trust ,16102 US Highway 395 S. ,,,,Other,,BSlobe@dot.nv.gov,1571349900000.0,BSlobe@dot.nv.gov,1580756059000.0,,,{540D1D14-94C2-4207-83D4-83CC0A3E29B5}
381,,Pending,Lamar ,008721/008711/028161/028171,,2.0,US 395A,,,Washoe County,,,,MAP 21,Back to Back,Southbound,4.0,Yes,No,No,Good,0.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571420849000.0,BSlobe@dot.nv.gov,1580850831000.0,,,{00BAC221-4F59-42CE-B2C9-855D83B0D8E4}
384,,Pending ,Lamar ,012641,,2.0,US 395A,,,Washoe County,,,,MAP 21,Single Face,Southbound,1.0,Yes,No,Yes,Good,20.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571421245000.0,BSlobe@dot.nv.gov,1580850608000.0,,,{7B095CD6-A8DC-4B9E-BBD0-811C648011C9}
385,,Pending ,Lamar ,001962,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Single Face,Southbound,1.0,Yes,No,No,Good,30.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571421325000.0,BSlobe@dot.nv.gov,1580850488000.0,,,{BEAE432A-59B9-45AA-B594-88BF8F82CFEF}
392,,Pending,Lamar ,026022/026012,,2.0,US 395A,,,,,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Good,15.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571422635000.0,BSlobe@dot.nv.gov,1580755495000.0,,,{10C72FEA-69C0-4EE8-B029-5610D69C0334}
393,,Tribal,,,,2.0,US 95,,,Lyon County,County,Non-conforming,No permit,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Good,10.0,Other,,,,,,Illegal,,jroberts2@dot.nv.gov,1572552556000.0,jroberts2@dot.nv.gov,1572628695000.0,,,{C9D28490-E204-470E-90AC-85FB1638F6D8}
394,,Tribal,,,,2.0,US 95,,,Mineral County,County,Non-conforming,Tribal,Interstate Highway,Single Face,Southbound,1.0,No,No,No,Average,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1572552766000.0,jroberts2@dot.nv.gov,1572628752000.0,,,{5B1148D9-87F9-4DE8-BEAF-7CE55BA81F2E}
396,,Tribal,,,,2.0,US 95,,,Mineral County,County,Non-conforming,Tribal,Interstate Highway,Single Face,Southbound,1.0,No,No,No,Good,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1572553023000.0,jroberts2@dot.nv.gov,1572628786000.0,,,{4A41D68C-2BA9-40C7-963D-58B7666866F8}
397,,Tribal,,,,2.0,US 95,,,Mineral County,County,Non-conforming,Tribal,Interstate Highway,Single Face,Northbound,2.0,No,No,No,Good,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1572553165000.0,jroberts2@dot.nv.gov,1572628816000.0,,,{8A8CB772-83FB-42AD-AD7C-7CC75F091E1A}
398,,Tribal ,,,,2.0,US 95,,,Mineral County,County,Non-conforming,Tribal,Interstate Highway,Back to Back,Southbound,2.0,No,No,No,Average,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1572553336000.0,jroberts2@dot.nv.gov,1572628804000.0,,,{295510C3-648B-47DC-8DC1-91D764EC500A}
403,,On Primise,Boomtown,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1573668315000.0,jroberts2@dot.nv.gov,1573668315000.0,,,{8DB55639-0C95-47CC-A758-A34AFC41A11F}
404,,Tribal,,,,,,,,,,,,,,,,,,,,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1573668751000.0,jroberts2@dot.nv.gov,1573668751000.0,,,{4AE3BD6B-F904-424B-B6CD-5BEDF4ABADE1}
407,,Illegal ,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,jroberts2@dot.nv.gov,1574371477000.0,jroberts2@dot.nv.gov,1574371477000.0,,,{CC1EE01E-2154-4BF6-B3FE-83CEADA497FF}
409,,Illegal ,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,jroberts2@dot.nv.gov,1574375772000.0,jroberts2@dot.nv.gov,1574375772000.0,,,{4A68A22A-8995-4F75-AC97-88C712AA8CB5}
412,,On Premise ,,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1574376461000.0,jroberts2@dot.nv.gov,1574376461000.0,,,{22B2097E-8091-4829-BADA-5DF114CD4B1A}
414,,On Premise ,,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1574376461000.0,jroberts2@dot.nv.gov,1574376461000.0,,,{DA744348-FB31-4EAC-9E85-5C2FEE2C5E16}
425,,On Premise ,,,,,IR-80,,,Lyon County,City,,,Interstate,Back to Back,Eastbound,2.0,Yes,Yes,Yes,Good,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1574702478000.0,jroberts2@dot.nv.gov,1574702518000.0,,,{75852B58-308B-4F43-BD7A-4B71FEE4E68B}
427,,Illegal,,,,2.0,US 50A,,,Lyon County,County,Non-conforming,,Interstate Highway,Single Face,Eastbound,1.0,No,No,No,Average,20.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1574703993000.0,BSlobe@dot.nv.gov,1574703993000.0,,,{99C49517-08A4-44A5-90BC-9B6F406318EA}
431,,Illegal ,,,,,US 95,,,,,,,,,,2.0,,,,,,,,,,,,Illegal,,jroberts2@dot.nv.gov,1574718663000.0,jroberts2@dot.nv.gov,1574718663000.0,,,{5390279F-DDD0-4E33-A5ED-6FE6AAA73023}
444,,4687,Arena Outdoor ,,5662.0,2.0,IR-80,13.82,,Pershing County,County,Conforming,,Interstate,Single Face,Westbound,1.0,No,No,No,Average,15.0,,,,,,,Other,,BSlobe@dot.nv.gov,1574803893000.0,BSlobe@dot.nv.gov,1574803893000.0,,,{3AFEBC66-D867-48B3-938B-4A5995FD8FC1}
447,,4710,Arena Outdoor ,,5700.0,2.0,IR-80,11.13,,Pershing County,County,Conforming,,Interstate,Single Face,Westbound,1.0,No,No,No,Average,30.0,,,,,,,Other,,BSlobe@dot.nv.gov,1574805121000.0,BSlobe@dot.nv.gov,1574805121000.0,,,{2D8A787E-6063-4E21-B1BE-9157A6DE06E3}
449,,5009,The Lamar Companies,,5740.0,2.0,US 50,15.02,,Churchill County,County,Conforming,,Interstate Highway,Back to Back,Eastbound,2.0,Yes,No,No,Good,15.0,Zoned Commercial,,,,,,Other,,BSlobe@dot.nv.gov,1574879300000.0,,1641853132000.0,,,{30DC7BA9-0AF4-487A-ACBA-7229DC2B07B0}
450,,05018,GP Global,,5785.0,2.0,US 50,12.35,,Churchill County,County,Conforming,,Interstate Highway,Single Face,Eastbound,1.0,Yes,No,No,Good,15.0,Zoned Commercial,,,,,,Map 21,,BSlobe@dot.nv.gov,1574879532000.0,,1647526743000.0,,,{1632A297-3A8C-45EB-BD4E-4A7DE7F0C7C9}
452,,04116,The Lamar Companies ,,978.0,2.0,SR 659,,17.34,Washoe County,City,Conforming,,Interstate Highway,Back to Back,Southbound,2.0,No,No,No,Good,30.0,,,,,,,Other,,jroberts2@dot.nv.gov,1575492109000.0,,1604515624000.0,,,{01A81C54-767A-477D-A0F0-73F6B05E81A4}
455,,04117,The Lamar Companies ,,979.0,2.0,SR 659,,17.44,Washoe County,City,Conforming,,Interstate Highway,Back to Back,Southbound,2.0,No,No,No,Good,200.0,,,,,,,Other,,jroberts2@dot.nv.gov,1575492629000.0,,1604515651000.0,,,{3F133352-E674-4B7B-9914-529C6B18AB23}
456,,04119,The Lamar Companies ,020011,981.0,2.0,SR 659,,17.54,Washoe County,City,Conforming,,Interstate Highway,Back to Back,Southbound,3.0,No,No,No,Good,20.0,,,,,,,Other,,jroberts2@dot.nv.gov,1575494014000.0,,1604515671000.0,,,{27178901-3715-4DBA-8F53-8C7515219206}
463,,Tribal ,The Lamar Companies ,024002,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,Back to Back,Southbound,2.0,Yes,No,No,Good,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1575576962000.0,jroberts2@dot.nv.gov,1575576962000.0,,,{1CD9C708-2483-41F3-9918-81B3C61B4589}
464,,Tribal ,The Lamar Companies ,023082,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,Back to Back,Southbound,2.0,Yes,No,No,Good,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1575577061000.0,jroberts2@dot.nv.gov,1575577061000.0,,,{0E4CFE59-9F79-48D7-AC34-4B1ACC981BDE}
480,,05068,Premier Media LLC,,5768.0,2.0,Vista Boulevard,0.52,,Washoe County,City,,,MAP 21,V-Type,Northbound,2.0,Yes,No,No,Good,11.0,Zoned Industrial,PLDSPE LLC,250 Vista Boulevard,610-403-4229 Jodi,,,Map 21,,BSlobe@dot.nv.gov,1579902778000.0,,1637009930000.0,,,{13CA5680-0355-467C-973A-4B75BBEA1EBD}
482,,04121(Virginia),Lamar,011585,983.0,2.0,SR 659,,10.60,Washoe County,,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Good,,,,,,,,Map 21,Yes,BSlobe@dot.nv.gov,1580416702000.0,,1604515543000.0,,,{04577C33-7B5A-48DA-96FD-6DA1159CEB23}
486,,On Premise,JJ’s Sports and Spirits ,,,2.0,SR 445,,,Washoe County,County,Conforming,,MAP 21,Back to Back,Southbound,2.0,No,Yes,Yes,Good,10.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580504599000.0,BSlobe@dot.nv.gov,1580754419000.0,,,{F4956142-7838-44C2-AD18-52A25DC7B3B0}
487,,On Premise,Richards Self Storage,,,2.0,SR 445,,,Washoe County,County,Conforming,,MAP 21,Back to Back,Northbound,2.0,No,Yes,Yes,Good,20.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580504740000.0,BSlobe@dot.nv.gov,1580754364000.0,,,{E33AE834-4A3A-43D9-AB0C-540F2F4143D7}
495,,,Andelin Farms,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,Average,15.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580506185000.0,,1641242916000.0,,,{8979C0D1-7328-43CC-8DAF-4B5E7B0C9603}
506,,Illegal ,Highland Estates,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,Bad,23.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580507341000.0,BSlobe@dot.nv.gov,1580754746000.0,,,{3DCCC4C0-BA50-4443-B7E3-99945A8187F1}
508,,Illegal ,Cascadesofthesierra.com,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,Bad,15.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580507509000.0,BSlobe@dot.nv.gov,1580754781000.0,,,{AF71B9E2-3073-4BAE-A7D2-7FF32BFF72B1}
511,,Illegal ,Don Dee Dickson,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,Back to Back,Northbound,2.0,No,No,No,Average,10.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580508016000.0,BSlobe@dot.nv.gov,1580754830000.0,,,{CBA7C2BF-F5A4-4504-8213-742B54A14C83}
514,,Pending,Lamar,001417,,,US 395A,,,Washoe County,County,,,MAP 21,Back to Back,Northbound,2.0,No,No,No,Average,25.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580762901000.0,BSlobe@dot.nv.gov,1580763327000.0,,,{C6353581-5F16-4B77-9EFB-9B51487696E4}
515,,On Premise,,,,2.0,US 395A,,,Washoe County,County,,,MAP 21,Back to Back,Northbound,1.0,No,No,No,Average,10.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580763117000.0,BSlobe@dot.nv.gov,1580763204000.0,,,{19E86897-31CF-460E-9CFB-5664142C915C}
516,,On Premise,Wendy's,,,2.0,US 395A,,,Washoe County,County,,,MAP 21,Back to Back,Northbound,1.0,Yes,No,No,Average,25.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580763227000.0,BSlobe@dot.nv.gov,1580763311000.0,,,{CEDB70E8-1961-4002-8C8A-8856ADD3E209}
517,,Pending,Clear Connection,,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Northbound,2.0,Yes,No,No,Average,20.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580763362000.0,BSlobe@dot.nv.gov,1580848873000.0,,,{0E7CA944-38AF-42A3-8794-9280DC9D1574}
520,,Pending,Lamar,027612,,2.0,US 395A,,,Washoe County,County,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Good,0.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580763925000.0,BSlobe@dot.nv.gov,1580764013000.0,,,{CF2C9B3B-AB62-431E-A992-7C6A2872E101}
526,,Pending,Lamar,002151,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Average,3.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580765007000.0,BSlobe@dot.nv.gov,1580765094000.0,,,{EE4AECF4-54C9-4069-914C-6EA7943A366B}
527,,Pending,Lamar,08081,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Northbound,2.0,Yes,No,No,Average,0.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580765175000.0,BSlobe@dot.nv.gov,1580765299000.0,,,{718F839F-E262-4BFA-B6D4-78300FA86F32}
531,,Pending,Lamar,010621/004042,,2.0,US 395A,,,Washoe County,City,,Southbound blank,MAP 21,V-Type,Northbound,1.0,Yes,No,No,Average,30.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580766281000.0,BSlobe@dot.nv.gov,1580845371000.0,,,{64A3CABF-CAAE-4C30-A6A1-770DC1E68BC6}
532,,Pending,Outfront,05053A,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Side by Side,Northbound,1.0,Yes,No,No,Average,20.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580766406000.0,BSlobe@dot.nv.gov,1580766622000.0,,,{2C38F0C0-4745-4D02-8151-4FFB8E54C670}
535,,On Premise ,Reno Rock,,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Single Face,Northbound,1.0,No,No,No,Bad,5.0,,,3900 N. Virginia,,,,On Premise,,BSlobe@dot.nv.gov,1580845765000.0,BSlobe@dot.nv.gov,1580845765000.0,,,{181739B4-1892-4D9F-8633-91138D24B227}
538,,,Bonanza Casino,,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Northbound,2.0,No,Yes,Yes,Good,30.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580846241000.0,BSlobe@dot.nv.gov,1580846241000.0,,,{2C062F34-52A4-456A-9755-7A931531256E}
542,,,GES,,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Northbound,2.0,Yes,No,No,Good,10.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580846914000.0,BSlobe@dot.nv.gov,1580846914000.0,,,{35AC2239-46C3-40FE-B2FC-77315CCDE9EA}
546,,On Premise ,Winners Crossing,,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Southbound,2.0,No,Yes,Yes,Good,15.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580849971000.0,BSlobe@dot.nv.gov,1580849971000.0,,,{2A0654E3-7B99-4A72-9D67-5A700DF7D2C1}
549,,Pending ,Lamar,000411,,2.0,Kietzke Lane,,,Washoe County,,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Average,0.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580927214000.0,BSlobe@dot.nv.gov,1580927214000.0,,,{8DC849F4-0340-495B-B2F9-99D970FF914C}
553,,On Premise ,Dolan Dodge,,,2.0,Kietzke Lane,,,Washoe County,,,,MAP 21,Back to Back,Southbound,2.0,No,Yes,Yes,Good,2.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580927742000.0,BSlobe@dot.nv.gov,1580927742000.0,,,{88FE2190-A2CD-49F2-93AE-4ED211667E81}
554,,On Premise ,Champion Chevrolet ,,,2.0,Kietzke Lane,,,Washoe County,,,,MAP 21,Back to Back,Northbound,2.0,No,Yes,Yes,Good,2.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580927855000.0,BSlobe@dot.nv.gov,1580927855000.0,,,{17FCEA99-173D-4977-A778-6A836FFE505C}
555,,Pending ,Lamar ,010515,,2.0,Kietzke Lane,,,Washoe County,,,,MAP 21,Back to Back,Northbound,2.0,Yes,No,No,Good,15.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580928011000.0,BSlobe@dot.nv.gov,1580928022000.0,,,{5CD34E9E-C0E9-4BC8-A114-6434EE8B025A}
560,,,Lamar ,510671/510672,,2.0,Kietzke Lane,,,Washoe County,,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Good,50.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580928929000.0,BSlobe@dot.nv.gov,1580928955000.0,,,{75D482CE-1E0C-47F4-9A6F-6E678D5B5A9B}
562,,On Premise ,Grocery Outlet ,,,2.0,Oddie Boulevard,,,Washoe County,,,,MAP 21,Back to Back,Westbound,2.0,No,Yes,Yes,Good,15.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580930780000.0,BSlobe@dot.nv.gov,1580930780000.0,,,{D140B300-5F7B-4ECC-A218-4B8466194723}
565,,Pending ,Lamar,004301/004291,,2.0,Fourth Street,,,Washoe County,,,,MAP 21,Back to Back,Eastbound,2.0,No,No,No,Average,0.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1581099116000.0,BSlobe@dot.nv.gov,1581099116000.0,,,{17953607-FA4A-46F0-8A6B-7F65DA61CDAE}
566,,Pending,Lamar,,,2.0,Fourth Street,,,Washoe County,City,,,MAP 21,Single Face,Eastbound,1.0,Yes,No,No,Average,15.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1581099570000.0,BSlobe@dot.nv.gov,1581099570000.0,,,{B7978313-DECF-4C90-8718-8CADEEA67B3A}
570,,Pending ,Lamar,00231,,2.0,Fourth Street,,,Washoe County,City,,,MAP 21,Back to Back,Eastbound,2.0,No,No,No,Average,0.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1581100749000.0,BSlobe@dot.nv.gov,1581100778000.0,,,{983988A1-D928-4EC3-83F4-5D4B507B9629}
580,,05071,"Arena Outdoor, Inc","01095,01096",,2.0,IR-80,,,Pershing County,County,,,Interstate,V-Type,Eastbound,2.0,Yes,No,No,,,Zoned Commercial,"Ordination of Heliotropes, LLC",,,,,Pending,,BSlobe@dot.nv.gov,1581358518000.0,,1602518789000.0,,,{2C8E6384-9E94-4C72-A3F0-935CB3B0EC9F}
581,,05070,"Arena Outdoor, Inc","01093, 01094",5769.0,2.0,IR-80,19.16,,Pershing County,County,,,Interstate,V-Type,Eastbound,2.0,Yes,No,No,,,Zoned Commercial,"Ordination of Heliotropes, LLC",,,,,Pending,,BSlobe@dot.nv.gov,1581358642000.0,,1602776605000.0,,,{B1784E89-2B3D-4274-887C-51B8A1045AA9}
583,,On Premise,Gold Dust West,,,2.0,Fourth Street,,,Washoe County,City,,,MAP 21,Back to Back,Westbound,2.0,No,Yes,Yes,Good,,,,,,,,On Premise,,,,,,,,{C0317255-2165-4D93-82DE-89A51435DCE2}
586,,Pending,Lamar,028042/027115,,2.0,Fourth Street,,,Washoe County,City,,,MAP 21,V-Type,Eastbound,2.0,Yes,No,No,Good,,,,,,,,Map 21,,,,,,,,{060EB336-5A08-4C4C-A9A3-9C96A9DD0407}
588,,Pending,Lamar ,028191/029011,,2.0,Fourth Street,,,Washoe County,City,,,MAP 21,V-Type,Eastbound,4.0,Yes,No,No,Good,10.0,,,,,,,Map 21,,,,,,,,{383D351C-79BC-44AF-A441-811B585683D0}
593,,,TJS TEST,,,2.0,,,,Washoe County,City,Non-conforming,,,,,,,,,,,Other,,,,,,,,,1601909435000.0,,1601909435000.0,,,{9CB7C8C2-A12E-4D5A-B622-59842CEBAAE1}
1395,,Tribal,Lamar,,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,V-Type,Southbound,2.0,Yes,No,No,Good,,,,,,,,Tribal,,,1603289859000.0,,1655219204000.0,,,{894A8799-6181-46DB-8121-9AF6E7CF8F62}
1399,,Tribal ,,,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,Back to Back,Southbound,2.0,,,,Bad,,,,,,,,Tribal,,,1603292910000.0,,1603292910000.0,,,{3874A7C5-BB4E-4F79-AABE-922E1582580D}
1401,,On Premise ,I Tronics Inc. ,,,2.0,US 95A,,,Lyon County,County,,,,V-Type,Northbound,2.0,No,No,No,Good,0.0,,,,,,,On Premise,,,1603304643000.0,,1603304656000.0,,,{C23783C9-C766-44E0-8409-9BA20CCDA829}
1402,,On Premise,,,,2.0,US 95A,,,Lyon County,,,,,Back to Back,Southbound,4.0,No,,,,,,,,,,,On Premise,,,1603307719000.0,,1603307719000.0,,,{FBCD5777-03F3-4246-96E5-7F776300F845}
1793,,,City of Fallon,,,2.0,US 95,,,Churchill County,City,,,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Bad,0.0,,,,,,,Pending,,,1603381335000.0,,1603381335000.0,,,{AD6A3C4D-7DA8-403F-BBF2-7714A761D732}
1794,,Excluded,U.S. Army Depot,,,2.0,US 95,,,Mineral County,County,,,Interstate Highway,Single Face,Southbound,1.0,No,No,No,Good,,,,,,,,On Premise,,,1603385162000.0,,1603395647000.0,,,{2BC4E717-2261-474B-A920-7EB98132DF0F}
1795,,Excluded,,,,2.0,US 95,,,Mineral County,County,,,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Bad,,,,,,,,Tribal,,,1603397330000.0,,1603397330000.0,,,{E58F5944-AC9F-417C-87ED-4E4FCC549857}
1802,,,Excluded ,,,2.0,US 95,,,Mineral County,County,,,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Bad,,,,,,,,Tribal,,,1603397962000.0,,1603397962000.0,,,{B3376111-BEE5-45F8-ADF7-897E2899EE9F}
1803,,Excluded ,,,,2.0,US 95,,,Mineral County,County,,,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Average,,,,,,,,Tribal,,,1603398012000.0,,1603398012000.0,,,{F7433A45-1726-4C51-B2C6-4E644D8C7F68}
3793,,Illegal ,,,,2.0,US 95,,,Mineral County,,,,,,,,,,,,,,,,,,,Illegal,,,1637098444000.0,,1637098444000.0,,,{38C4C153-1322-4980-A749-8387B379BDD8}
4196,,44444,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1641504862000.0,,1642030357000.0,,,{7011EF22-D20E-46BB-B1EE-4E3095DE3F01}
4995,,Sys#5808,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1642196834000.0,,1642199024000.0,,,{8146449F-2488-4540-B65E-785689F37559}
5393,,aaaaa,Cavalry Chapel,,,,US 50,,,,,,,,V-Type,Westbound,2.0,No,,,,,,,,,,,Illegal,,,1644272557000.0,,1644272557000.0,,,{63A93A33-992B-4864-BD26-4B95808010B8}
5394,,bbbbb,,,,,,,,,,,,,,Eastbound,,,,,,,,,,,,,Illegal,,,1644273097000.0,,1644273097000.0,,,{9F8DEDA5-DC54-466B-B92A-87AACDCEB3DD}
5397,,#eeeee,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644275118000.0,,1644275118000.0,,,{2090F4B5-6594-4BD6-8F16-7F170F31CB73}
6197,,#nnnnn,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644443677000.0,,1644443677000.0,,,{CED382C0-AE7D-46A1-B873-9FB26CCAE669}
6200,,S.S. Comm Church,,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,,1644445438000.0,,1644445438000.0,,,{B90739BF-0DCB-4EAA-A181-A22DD0F3869D}
6204,,#rrrrr,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644446691000.0,,1644446691000.0,,,{0F18C62A-51D5-42A2-81F9-4D966DAB06F9}
6209,,#ttttt,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644448227000.0,,1644448227000.0,,,{E786E150-13E3-4037-9A60-8C154B6296E5}
6210,,Ace Mini Storage Uhaul,,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,,1644448474000.0,,1644448474000.0,,,{78AEB74E-A5A8-4BAE-84CA-878B0C670012}
6593,,#vvvvv,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644535246000.0,,1644535246000.0,,,{804824D7-EBC4-4223-A855-8865A8D2E1B8}
6595,,#yyyyy,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644536225000.0,,1644536225000.0,,,{501490A8-1BEE-402E-A4FD-810BCEBD7FD2}
6600,,#DDDDD,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644537084000.0,,1644537084000.0,,,{C4F89450-47B8-4467-83F2-51A71B4826FD}
