OBJECTID_CITY,LVBOARDS_,LVBOARDS_I,LON,LAT,SIGN_TYPE,STREET_NUM,STREET_DIR,STREET_NAM,PARCEL,PARCELOLD,APPLICANT,Pin Color Code,Pin Title ,SIGN_AREA,SIGN_HEIGH,TAG_NUM,APPLY_DATE,NOTES_SUP,NOTES_VAR,NOTES_RQR,NOTES,SIZE_,FIELD_CHEC,FREEWAY,APP_FIN,WARD_CITY,OWNER_MATCH_TYPE,OWNER_MATCH_CONFIDENCE,OWNER_MATCH_NOTES,OBJECTID_1,CALC_ACRES,ASSR_ACRES,LABEL_CLAS,PARCELTYPE,PRCLID,PRCLKEY,PRCLVER,PCLBOOK,PCLSEC,PCLPAGE,PCLSUBD,PCLNO,TAXDIST_SP,FDPHANTOM,FIREMAPNO,CENTRACT,SHAPE_LENG,PRECINCT,COMMISSION,ASSEMBLY,SENATE,CONGRESS,TAZ,AREA,PERIMETER,WARD_PARCEL,CNTY_IS,SHADE,ACRES,SQ_MILES,ZIP,OBJECTID_PARCEL,TAXDIST,OWNER,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,ADDRESS5,NAMETAG,ZIPCODE,COMNAME,STRNO,STRFRAC,STRDIR,STRNAME,STRTYPE,STRCITY,STRUNIT,COMMENT1,COMMENT2,FIXD,SUBTAG,LEGAL1,LEGAL2,LEGAL3,LEGAL4,LEGAL5,LEGAL6,ASSDYR,CONSTYR,DOCDATE,FILLER1,DOCNO,DOCMULTI,DOCVEST,SALEPRICE,SALETYPE,SALEDATE,PORTION,BK1,BK2,SECTNO,TOWNSHIP,RANGE,LANDUSE,CAPACITY,LANDCD1,LANDACRE1,LANDVAL1,LANDCD2,LANDACRE2,LANDVAL2,IMPVAL,PRCD1,PRVAL1,PRCD2,PRVAL2,PRCD3,PRVAL3,EXMPCD,EXMPVAL,LYACRES,LYLNDVAL,LYIMPVAL,LYPPVAL,LYEXCD,LYEXVAL,LY2ACRES,LY2LNDVAL,LY2IMPVAL,LY2PPVAL,LY2EXCD,LY2EXVAL,OWNERNUM,OWNERDEN,ETALFLAG,UPDDATE,LASTUPDATE,LOTSQFT,OLDPARCEL,INACTPCL,INACTREF,FILLER2,PCLBOOK3,PCL5,PCL6,PCL8,OLDBOOK,OLDPCL,OLDPAGE,OLDLOT,OLDFILL,ZIPMAIN,ZIPLUS4,LOCATION,STR,ADBOOK,ADPAGE,ADDR_OWN,ADDRESS,INACTNEWPC,LUCODE,SHAPE_LE_1,Shape__Area,Shape__Length
282,0,0,-115.2113038,36.21681294, ,0,N,Rancho,13813505001,13813505001,Clear Channel Outdoor,Red,CC,672,0,0, , , , ,North Las Vegas,14x48,1,300, ,NLV,APN,HIGH,Matched via APN/PARCEL exact join,352471,0,21.35,701,0,13813505001,701,701,138,13,5,05,001,250,2121-18,2121,3616,42091.81156,4039,D,6,4,4,1139,,0, ,0,0,0,0,89130,215711,250,MOSSMAN MYRA,1333 N ORANGE DR,HOLLYWOOD CA 90028, , , , ,900280000, ,3100, ,N,RANCHO,DR,NLV, , , ,00000000, ,PT NE4 NE4 SEC 13 20 60, , , , , ,2027,0,20241024, ,2.0241E+12, ,NS,0, , , , , ,13,20,60,0,0, ,21,2050663, ,0,0,0, ,0, ,0, ,0, ,0,0,1992073,0,0, ,0,0,0,0,0, ,0,0,0,N,20250107,20250107,0, ,13813505001,0, ,138,13813,138135,13813505,138,138135050,135,050,01,90028,0,003100   N RANCHO                DR  N,1320  60,0000,0000,MOSSMAN MYRA                    1333 N ORANGE DR                HOLLYWOOD CA 90028,003100   N RANCHO                DR, ,0,4049.691388,924688.6953,4049.385736295252
283,0,0,-115.2096214,36.21497627, ,0,N,Rancho,13813505001,13813505001,Clear Channel Outdoor,Red,CC,288,0,0, , , , ,North Las Vegas,12x24,1,300, ,NLV,APN,HIGH,Matched via APN/PARCEL exact join,352471,0,21.35,701,0,13813505001,701,701,138,13,5,05,001,250,2121-18,2121,3616,42091.81156,4039,D,6,4,4,1139,,0, ,0,0,0,0,89130,215711,250,MOSSMAN MYRA,1333 N ORANGE DR,HOLLYWOOD CA 90028, , , , ,900280000, ,3100, ,N,RANCHO,DR,NLV, , , ,00000000, ,PT NE4 NE4 SEC 13 20 60, , , , , ,2027,0,20241024, ,2.0241E+12, ,NS,0, , , , , ,13,20,60,0,0, ,21,2050663, ,0,0,0, ,0, ,0, ,0, ,0,0,1992073,0,0, ,0,0,0,0,0, ,0,0,0,N,20250107,20250107,0, ,13813505001,0, ,138,13813,138135,13813505,138,138135050,135,050,01,90028,0,003100   N RANCHO                DR  N,1320  60,0000,0000,MOSSMAN MYRA                    1333 N ORANGE DR                HOLLYWOOD CA 90028,003100   N RANCHO                DR, ,0,4049.691388,924688.6953,4049.385736295252
284,0,0,-115.2038916,36.20776327, ,0, ,Ranco,13918410015,13918410007,LAMAR,Orange,LM,672,0,0, ,U-59-01, ,RQR-31565;RQR-17040; RQR-6794; RQR-4239; RQR-1994,L-4945-01,14x48,1,300, ,5,SPATIAL,MEDIUM,Matched via spatial intersect (buffered point),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89108,,200,R V P PHASE 1 L L C,,,,,,,,,2705,,N,RANCHO,DR,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,150001,,,,1960000,,,,13290296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002705   N RANCHO                DR,,,,,
285,0,0,-115.2053508,36.20769994, ,0, ,Decatur,16219201003,13918410007,LAMAR,Orange,LM,672,0,0, ,U-59-01, ,RQR-31565;RQR-17040; RQR-6794; RQR-4239; RQR-1994,L-4945-01,14x48,1,300, ,5,ADDRESS,LOW,Matched via address best-effort (may be approximate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89103,,470,PIERCE HARDY LIMITED PARTNERSHIP,,,,,,,,,0,,S,DECATUR,BLVD,,,,,,,,,,,,,,,,,,,,1740117,,20110701,,,,,,,358000,,,,449939,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000   S DECATUR               BLVD,,,,,
286,0,0,-115.1989897,36.2023093, ,2395,N,Rancho,13919102001,13919102001,LAMAR,Orange,LM,672,40,834,3/30/1995,U-0132-01; U-0189-89, ,RQR-40594; 26890; 11192; 3232, , ,1,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,524746,0,0.72,701,0,13919102001,701,701,139,19,1,02,001,200,2222-14,2222,3428,12854.37258,4000,D,3,3,4,315,,265026.2317,5,0,113,9805.190745,15.32061054,89130,297628,200,HERBST DEVELOPMENT L L C,C/O S HIGGINS,5195 LAS VEGAS BLVD,LAS VEGAS NV 89119-3209, , , ,891193209, ,2397, ,N,RANCHO,DR,LV, , , ,00000000, ,PT NE4 NW4 SEC 19 20 61, , , , , ,2027,1997,20060208, ,2.00602E+12, ,NS,2600000,R,20060201, , , ,19,20,61,358000,1, ,1,148190, ,0,0,247455, ,0, ,0, ,0, ,0,0,134469,251233,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13919102001,0, ,139,13919,139191,13919102,139,139191020,191,020,01,89119,3209,002397   N RANCHO                DR  L,1920  61,0000,0000,HERBST DEVELOPMENT L L C        C/O S HIGGINS                   5195 LAS VEGAS BLVD             LAS VEGAS NV 89119-3209,002397   N RANCHO                DR, ,358,719.4112048,31128.50781,719.4112047399421
287,0,0,-115.174425,36.13934763, ,2901, ,Highland,16208613002,16208611002, ,Green,UK,0,0,0, , , , , , ,1,750, ,1,SPATIAL,MEDIUM,Matched via spatial intersect (buffered point),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89109,,212,HIGHLAND INDUSTRIAL PARK L L C,,,,,,,,,2901,,,HIGHLAND,DR,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,240000,,,,355855,,,,157643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002901     HIGHLAND              DR,,,,,
288,0,0,-115.1730928,36.14122644, ,2401, ,Westwood,16209102004,16209102002,Clear Channel Outdoor,Red,CC,0,0,0, , , , ,May be 2701 Westwood Dr., ,1,750, ,1,APN,HIGH,Matched via APN/PARCEL exact join,60874,0,3.24,701,0,16209102004,701,701,162,09,1,02,004,200,2624-31,2624,2201,24882.77491,5014,E,15,10,1,606,,150972.2077,3,0,57,8235.233709,12.86755267,89109,445015,200,D 2753 L L C,PO BOX 570427,HOUSTON TX 77257, , , , ,772570000, ,2751, , ,WESTWOOD,DR,LV, ,SF 175-73, ,PM00500084        L2, ,PARCEL MAP FILE 50 PAGE 84,LOT 2, , , , ,2027,2003,20011119, ,2.00111E+12, ,NS,5950000,M,20011101, , , ,09,21,61,730000,1, ,3,677196, ,0,0,73770, ,0, ,0, ,0, ,0,0,799697,73916,0, ,0,0,0,0,0, ,0,0,0,N,20250925,20250925,0, ,16209102004,0, ,162,16209,162091,16209102,162,162091020,091,020,04,77257,0,002751     WESTWOOD              DR  L,0921  61,0050,0084,D 2753 L L C                    PO BOX 570427                   HOUSTON TX 77257,002751     WESTWOOD              DR, ,730,1969.749786,142067.5176,1969.749786000887
289,0,0,-115.1664352,36.14379732, ,1400,W,Sutter,16209198001,16209103002,LAMAR,Orange,LM,0,40,0, , , , , ,14x48,1,750, ,CC,NONE,NONE,No parcel match (ROW/easement/geometry mismatch or missing APN/address),138444,0,3.21408767,723,0,16209198001,723,723,162,09,1,98,001,410,2624-23,2624,2201,24882.77491,5014,E,15,10,1,607,,0, ,0,0,0,0,89109,0,410, , , , , , , ,0, ,0, , , , , , , , , , , , , , , , ,0,0, , , , , ,0, , , , , , , , ,0,0, ,0,0, ,0,0,0, ,0, ,0, ,0, ,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, , , ,0, , ,0, , , , , , , , , , ,0,0, , , , , , , ,0,3100.041422,140005.7109,3100.041421844427
290,0,0,-115.0800083,36.15944487, ,4400,E,Charleston,14032401004,14032401004, ,Green,UK,672,40,0, ,U-53-87, ,RQR-31529; U-53-87, ,14x48,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,44462,0,0.6,701,0,14032401004,701,701,140,32,4,01,004,200,2429-91,2429,519,16131.54994,5007,E,14,21,1,503,,150972.2077,3,0,57,8235.233709,12.86755267,89104,359857,200,GOLDEN ARCH L P,C/O MCDONALDS CORP ~ ATTN: DEPT,110 N CARPENTER ST,CHICAGO IL 60607, , , ,606070000, ,4400, ,E,CHARLESTON,BLVD,LV, ,"Z,SF 86-51;20050715:1208 RD;.06A RD 20161011:",2067,00000000, ,PT SW4 SW4 SEC 32 20 62, , , , , ,2027,1997,19960329, ,1.99603E+12, ,NS,750000,R,19960301, , , ,32,20,62,360000,1, ,1,164657, ,0,0,242376, ,0, ,0, ,0, ,0,0,155509,249478,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,14032401004,0, ,140,14032,140324,14032401,140,140324010,324,010,04,60607,0,004400   E CHARLESTON            BLVDL,3220  62,0000,0000,GOLDEN ARCH L P                 C/O MCDONALDS CORP ~ ATTN: DEPT 110 N CARPENTER ST              CHICAGO IL 60607,004400   E CHARLESTON            BLVD, ,360,654.4384632,26646.67578,654.4359485515043
291,0,0,-115.1316148,36.17013691, ,333,N,11th,13935211041,13935211041,Outfront,Brown,OF,672,65,871,4/25/1995, , , ,SDR-33880; SDR-27728; Z-8-95,14x48,1,750, ,5,APN,HIGH,Matched via APN/PARCEL exact join,619702,0,0.51,811,0,13935211041,811,811,139,35,2,11,041,203,2426-32,2426,403,10852.63913,4019,D,11,2,1,479,,265026.2317,5,0,113,9805.190745,15.32061054,89101,322913,203,T I E INC,329 N 11TH ST,LAS VEGAS NV 89101-3144, , , , ,891013144, ,333, ,N,11TH,ST,LV, ,.02A TO RD 20021014:602, ,00000000, ,PT SW4 NW4 SEC 35 20 61 & VAC RD, , , , , ,2027,1985,19780811, ,1.97808E+12, ,NS,0, , , , , ,35,20,61,730000,1, ,1,349902, ,0,0,5719, ,0, ,0, ,0,40,355621,0,349902,5814,0, ,355716,0,0,0,0, ,0,0,0,N,20240617,20240617,0, ,13935211041,0, ,139,13935,139352,13935211,139,139352110,352,110,41,89101,3144,000333   N 11TH                  ST  L,3520  61,0000,0000,T I E INC                       329 N 11TH ST                   LAS VEGAS NV 89101-3144,000333   N 11TH                  ST, ,730,551.3342629,19596.96094,551.3342628620807
292,0,0,-115.1495912,36.16641901, ,517,S,Main,13934399002,13934311001,Clear Channel Outdoor,Red,CC,288,30,0, , , , , ,12x24,1,300, ,3,NONE,NONE,No parcel match (ROW/easement/geometry mismatch or missing APN/address),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89101,,203,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,0,0,-115.1464362,36.15904846, ,906,S,6th,13934410202,13934410202,Clear Channel Outdoor,Red,CC,672,0,0, , , , ,No Case History,14x48,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,749584,0,0,703,0,13934410202,703,703,139,34,4,10,202,203,2425-93,2425,7900,18758.08233,4020,D,11,2,1,533,,150972.2077,3,0,57,8235.233709,12.86755267,89101,321394,203,DIAMOND RICHARD & S 2004 REV TR,DIAMOND RICHARD N & SUSAN TRS,24518-B WINDSOR DR,VALENCIA CA 91355-4427, , , ,913554427, ,906, ,S,6TH,ST,LV, , , ,PB00010051  B27   L26, ,SOUTH ADD,PLAT BOOK 1 PAGE 51,LOT 26 BLOCK 27,& LOT 27, , ,2027,1979,20041116, ,2.00411E+12, ,NS,175000,R,20010301, , , ,34,20,61,330000,1, ,0,109013, ,0,0,3147, ,0, ,0, ,0, ,0,0,109013,3241,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13934410202,0, ,139,13934,139344,13934410,139,139344102,344,102,02,91355,4427,000906   S 6TH                   ST  L,3420  61,0001,0051,DIAMOND RICHARD & S 2004 REV TR DIAMOND RICHARD N & SUSAN TRS   24518-B WINDSOR DR              VALENCIA CA 91355-4427,000906   S 6TH                   ST, ,330,456.5612079,11247.36133,456.5341744320348
294,0,0,-115.1677546,36.14720479, ,2130, ,Highland,16204402001,16204402001,Clear Channel Outdoor,Red,CC,672,80,0, , ,V-25-88,RQR-35241; RQR-21346; RQR-6151; RQR-1706, ,14x48,1,750, ,3,APN,HIGH,Matched via APN/PARCEL exact join,704169,0,0.9500000000000001,701,0,16204402001,701,701,162,04,4,02,001,212,2524-73,2524,204,18398.81093,5562,E,15,10,4,559,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438147,212,INVESTCO LIMITED L L C - SERIES,PO BOX 232345,LAS VEGAS NV 89105, , , , ,891050000, ,2146, , ,HIGHLAND,DR,LV, , , ,00000000, ,PT SE4 SW4 SEC 04 21 61, , , , , ,2027,1963,20160826, ,2.01608E+12, ,NS,635000,F,20160801, , , ,04,21,61,210000,1, ,1,275190, ,0,0,108037, ,0, ,0, ,0, ,0,0,260707,106348,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16204402001,0, ,162,16204,162044,16204402,162,162044020,044,020,01,89105,0,002146     HIGHLAND              DR  L,0421  61,0000,0000,INVESTCO LIMITED L L C - SERIES PO BOX 232345                   LAS VEGAS NV 89105,002146     HIGHLAND              DR, ,210,820.8451458,39054.13086,820.7626826004364
295,0,0,-115.1594416,36.1586133, ,1109,S,Western,16204504001,16204504001,LAMAR,Orange,LM,672,40,1755,10/21/1996, ,V-112-96,RQR-12173; RQR-3685, ,14x48,1,750, ,3,APN,HIGH,Matched via APN/PARCEL exact join,807986,0,0.18,701,0,16204504001,701,701,162,04,5,04,001,212,2524-17,2524,204,18398.81093,5562,E,15,10,4,558,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438232,212,CITY OF LAS VEGAS,495 S MAIN ST,LAS VEGAS NV 89101, , , , ,891010000, ,1109, , ,WESTERN,AVE,LV, , , ,00000000, ,PT N2 NE4 SEC 04 21 61, , , , , ,2027,0,20230914, ,2.02309E+12, ,NS,180000,T,20100501, , , ,04,21,61,0,0, ,0,0, ,0,0,0, ,0, ,0, ,0,55,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16204504001,0, ,162,16204,162045,16204504,162,162045040,045,040,01,89101,0,001109     WESTERN               AVE L,0421  61,0000,0000,CITY OF LAS VEGAS               495 S MAIN ST                   LAS VEGAS NV 89101,001109     WESTERN               AVE, ,0,406.4164037,7829.769531,406.33224652474786
296,0,0,-115.1876169,36.14405117, ,3441,W,Sahara,16208110001,16208110001,LAMAR,Orange,LM,972,50,0,2/13/2003,SUP-1555,VAR-1554,RQR-1555, ,14x48,1,300, ,1,APN,HIGH,Matched via APN/PARCEL exact join,421301,0,0,703,0,16208110001,703,703,162,08,1,10,001,213,2623-12,2623,2201,24882.77491,5030,E,10,3,4,604,,150972.2077,3,0,57,8235.233709,12.86755267,89102,444329,213,N B CUBED L L C,1016 GOLDEN AGE CT,LAS VEGAS NV 89144, , , , ,891440000, ,3441, ,W,SAHARA,AVE,LV,UT D2, , ,PB00320036, ,SAHARA WEST,PLAT BOOK 32 PAGE 36,UNNUMBERED LOT, , , ,2027,1985,20191015, ,2.0191E+12, ,NS,3930000,R,20191001, , , ,08,21,61,355000,1, ,4,840436, ,0,0,577879, ,0, ,0, ,0, ,0,0,840436,535986,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16208110001,0, ,162,16208,162081,16208110,162,162081100,081,100,01,89144,0,003441   W SAHARA                AVE L,0821  61,0032,0036,N B CUBED L L C                 1016 GOLDEN AGE CT              LAS VEGAS NV 89144,003441   W SAHARA                AVE, ,355,1696.981158,152485.377,1696.9811577664889
297,0,0,-115.1480168,36.15903333, ,928,SO,Las Vegas,13934410165,13934410165,Reagan National Advertising,Teal ,RG,672,40,0, ,U-0028-01, ,RQR-40298; -36373; 29727; 17518; 5247; 3024,ROC-7358,28x24,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,545275,0.68000001,0.67,703,0,13934410165,703,703,139,34,4,10,165,203,2425-93,2425,7900,18758.08233,4605,D,11,2,4,532,,150972.2077,3,0,57,8235.233709,12.86755267,89101,321369,203,L V B D CHARLESTON LAND HOLDINGS,3790 PARADISE RD STE 250,LAS VEGAS NV 89169, , , , ,891690000, ,928, ,S,LAS VEGAS,BLVD,LV, , , ,PB00010051  B21   L17, ,SOUTH ADD,PLAT BOOK 1 PAGE 51,LOT 17 BLOCK 21,& LOTS 18-23,& VAC RD, ,2027,0,20240417, ,2.02404E+12, ,NS,5950000,M,20240401, , , ,34,20,61,321000,0, ,1,612885, ,0,0,0, ,0, ,0, ,0, ,0,0,612885,0,0, ,0,0,0,0,0, ,0,0,0,N,20240418,20240418,0, ,13934410165,0, ,139,13934,139344,13934410,139,139344101,344,101,65,89169,0,000928   S LAS VEGAS             BLVDL,3420  61,0001,0051,L V B D CHARLESTON LAND HOLDINGS3790 PARADISE RD STE 250        LAS VEGAS NV 89169,000928   S LAS VEGAS             BLVD, ,321,712.4924624,28649.01172,712.4678810307959
298,0,0,-115.2730189,36.28280792, ,6695, ,Osa Blanca,12521301003,12521301003,LAMAR,Orange,LM,672,0,0, , , , , ,14x48,1,750, ,6,APN,HIGH,Matched via APN/PARCEL exact join,139145,0,3.14,701,0,12521301003,701,701,125,21,3,01,003,200,1517-63,1517,3235,22180.25605,3606,C,4,18,4,82,,456628.1058,4,0,73,16334.56102,25.52275159,89149,123053,200,215 PLAZA L L C,8360 W SAHARA AVE STE 260,LAS VEGAS NV 89117, , , , ,891170000, ,6705, , ,US HWY 95, ,LV, , , ,00000000, ,PT NE4 SW4 SEC 21 19 60, , , , , ,2027,0,20210618, ,2.02106E+12, ,NS,1620000,R,20210601, , , ,21,19,60,0,0, ,3,712340, ,0,0,0, ,0, ,0, ,0, ,0,0,610372,0,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,12521301003,0, ,125,12521,125213,12521301,125,125213010,213,010,03,89117,0,006705     US HWY 95                 L,2119  60,0000,0000,215 PLAZA L L C                 8360 W SAHARA AVE STE 260       LAS VEGAS NV 89117,006705     US HWY 95, ,0,1532.195254,137081.5215,1532.1952537476545
299,0,0,-115.2426577,36.15892339, ,1110,So,Rainbow,16302101002,16302101002,"COG III, Limited",Pink,PO,672,40,0,10/1/2003,SUP-2758, ,RQR-39371; 18626; 8789, ,14x48,1,300, ,1,APN,HIGH,Matched via APN/PARCEL exact join,245457,0,3.0300000000000002,701,0,16302101002,701,701,163,02,1,01,002,213,2519-11,2519,2905,22083.86182,3009,C,10,3,4,542,,161583.3057,1,0,83,11202.31054,17.50361022,89146,485341,213,MERCADO 888 L L C,C/O R MUSE,7260 W AZURE DR STE 140-1022,LAS VEGAS NV 89130, , , ,891300000, ,1134, ,S,RAINBOW,BLVD,LV, , , ,PM00520010        L2, ,PARCEL MAP FILE 52 PAGE 10,LOT 2, , , , ,2027,1987,20110414, ,2.01104E+12, ,NS,4350000,R,20110401, , , ,02,21,60,355000,1, ,3,720649, ,0,0,747949, ,0, ,0, ,0, ,0,0,683693,775840,0, ,0,0,0,0,0, ,0,0,0,N,20250723,20250723,0, ,16302101002,0, ,163,16302,163021,16302101,163,163021010,021,010,02,89130,0,001134   S RAINBOW               BLVDL,0221  60,0052,0010,MERCADO 888 L L C               C/O R MUSE                      7260 W AZURE DR STE 140-1022    LAS VEGAS NV 89130,001134   S RAINBOW               BLVD, ,355,1779.81678,131802.8711,1779.8167804700354
300,0,0,-115.1887189,36.14474945, ,3500,W,Sahara,16205402007,16205402007,Clear Channel Outdoor,Red,CC,672,40,0,10/25/2003,SUP-2537,VAR-2538,RQR-30483;RQR-8953, ,14x48,1,300, ,1,APN,HIGH,Matched via APN/PARCEL exact join,200550,0,0.62,701,0,16205402007,701,701,162,05,4,02,007,213,2523-92,2523,1006,21129.30908,5533,E,10,3,4,555,,161583.3057,1,0,83,11202.31054,17.50361022,89102,440008,213,I RENT B & E L L C,2040 EDGEWOOD AVE,LAS VEGAS NV 89102-2203, , , , ,891022203, ,3500, ,W,SAHARA,AVE,LV, , , ,PM00060060        L2, ,PARCEL MAP FILE 6 PAGE 60,LOT 2,& PM 10-29 LOT 1, , , ,2027,1986,20140710, ,2.01407E+12, ,NS,1300000,R,20021001, , , ,05,21,61,358000,1, ,1,181960, ,0,0,110169, ,0, ,0, ,0, ,0,0,181960,101858,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16205402007,0, ,162,16205,162054,16205402,162,162054020,054,020,07,89102,2203,003500   W SAHARA                AVE L,0521  61,0006,0060,I RENT B & E L L C              2040 EDGEWOOD AVE               LAS VEGAS NV 89102-2203,003500   W SAHARA                AVE, ,358,660.0062968,27000.5293,660.0062967952234
301,0,0,-115.2074045,36.18801345, ,1571,N,Decatur,13825503003,13825503003,Las Vegas Billboards,Blue,LVB,288,40,0,12/3/2003,SUP-3061, ,RQR-39499; RQR-24404; RQR-11336, ,12x24,1,300,Finalled,5,APN,HIGH,Matched via APN/PARCEL exact join,512364,0,0.52,701,0,13825503003,701,701,138,25,5,03,003,207,2321-19,2321,108,16570.86966,4008,D,3,3,4,380,,265026.2317,5,0,113,9805.190745,15.32061054,89108,243187,207,ALOHA IMPERIAL PLAZA SHOPPING L,98-627 KAAHELE ST,AIEA HI 96701, , , , ,967010000, ,4907, , ,VEGAS,DR,LV,170, , ,00000000, ,PT NE4 NE4 SEC 25 20 60, , , , , ,2027,1963,20220923, ,2.02209E+12, ,NS,188000,R,20150101, , , ,25,20,60,355000,1, ,1,83243, ,0,0,115870, ,0, ,0, ,0, ,0,0,75315,115758,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13825503003,0, ,138,13825,138255,13825503,138,138255030,255,030,03,96701,0,004907     VEGAS                 DR  L,2520  60,0000,0000,ALOHA IMPERIAL PLAZA SHOPPING L 98-627 KAAHELE ST               AIEA HI 96701,004907     VEGAS                 DR, ,355,602.5183386,22686.95508,602.5183386047065
302,0,0,-115.2259234,36.14456791, ,6118,W,Sahara,16302802004,16302802004,Clear Channel Outdoor,Red,CC,672,40,0,12/3/2003,SUP-3115, ,RQR-41221; RQR-26970; RQR-11402, ,14x48,1,300,Final,1,APN,HIGH,Matched via APN/PARCEL exact join,428606,0,2.63,701,0,16302802004,701,701,163,02,8,02,004,200,2519-99,2519,2905,22083.86182,3009,C,10,3,4,545,,161583.3057,1,0,83,11202.31054,17.50361022,89146,486640,200,6122 W SAHARA AVE L L C,1620 S LOS ANGELES ST # C,LOS ANGELES CA 90015, , , , ,900150000, ,6154, ,W,SAHARA,AVE,LV, ,CC-20130919:3347, ,00000000, ,PT SE4 SE4 SEC 02 21 60, , , , , ,2027,1990,20130919, ,2.01309E+12, ,NS,4400000,R,20130901, , , ,02,21,60,335000,1, ,3,801941, ,0,0,1122564, ,0, ,0, ,0,96,1025900,0,761844,1135993,0, ,1021417,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16302802004,0, ,163,16302,163028,16302802,163,163028020,028,020,04,90015,0,006154   W SAHARA                AVE L,0221  60,0000,0000,6122 W SAHARA AVE L L C         1620 S LOS ANGELES ST # C       LOS ANGELES CA 90015,006154   W SAHARA                AVE, ,335,1676.066043,116810.3477,1676.0660425995309
303,0,0,-115.0624681,36.1770925, ,793,N,Nellis,14029802004,14029802004,Reagan National Advertising,Teal ,RG,672,40,0,12/17/2003,SUP-2759,RQR-11127,RQR-26439, ,14x48,1,300,Final,3,APN,HIGH,Matched via APN/PARCEL exact join,41522,0,0.66,701,0,14029802004,701,701,140,29,8,02,004,200,2329-79,2329,515,16151.90007,5005,E,28,2,1,1297,,150972.2077,3,0,57,8235.233709,12.86755267,89110,354434,200,MIGUEL CONSTANTINO TRS,O'BRIEN ALICE MIGUEL TRS,140 S DECATUR BLVD,LAS VEGAS NV 89107, , , ,891070000, ,789, ,N,NELLIS,BLVD,LV, , , ,PM00520038        L1, ,PARCEL MAP FILE 52 PAGE 38,LOT 1, , , , ,2027,1986,20211203, ,2.02112E+12, ,NS,7093000,M,20211201, , , ,29,20,62,370000,1, ,1,100625, ,0,0,176630, ,0, ,0, ,0, ,0,0,93078,181690,0, ,0,0,0,0,0, ,0,0,0,Y,20231117,20231117,0, ,14029802004,0, ,140,14029,140298,14029802,140,140298020,298,020,04,89107,0,000789   N NELLIS                BLVDL,2920  62,0052,0038,MIGUEL CONSTANTINO TRS          O'BRIEN ALICE MIGUEL TRS        140 S DECATUR BLVD              LAS VEGAS NV 89107,000789   N NELLIS                BLVD, ,370,681.0505552,28417.10547,681.0505552405336
